ID,Category,Subject,Content,Used Count
226,Hook,"Fully funded scholarships - DAAD, Chevening, CSC","Hi [First Name],

Still thinking about studying abroad? Good - because there's a myth I want to clear up first.

What if France could get you there - as little as EUR2,000/year for a Master's at a public university?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Cheers,
Scholarship Assistant

P.S. If you don't want to wait for my next email, start here - it takes 3 minutes: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",1
227,Hook,From Cape Town to Cairo - study abroad for free,"Hi [First Name],

The biggest barrier isn't your grades. It's not knowing which door to knock on.

What if Norway could get you there - zero tuition at public universities, even for international students?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Rooting for you,
Scholarship Assistant

P.S. If you don't want to wait for my next email, check if you qualify: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",1
228,Hook,Don't be left behind - study abroad in 2026,"Hi [First Name],

What if tuition was $0? And what if you got a monthly stipend on top of that?

What if Finland could get you there - low-cost degrees with a strong quality-of-life reputation?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Proudly African,
Scholarship Assistant

P.S. If you don't want to wait for my next email, claim your free eligibility check: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
229,Hook,Your GPA isn't the problem. Your strategy is.,"Hi [First Name],

Most students give up on studying abroad after one rejection. That's exactly why most students never go.

What if Belgium could get you there - affordable tuition and a central location for European study?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Best regards,
Scholarship Assistant

P.S. If you don't want to wait for my next email, take the next step now: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
230,Hook,A question about your 2026 study plans,"Hi [First Name],

I know the question on your mind: how do you know this isn't a scam?

What if Netherlands could get you there - moderate tuition with globally-ranked universities?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Cheers,
Scholarship Assistant

P.S. If you don't want to wait for my next email, fill out our free 3-minute Pre-Qualification Form here: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
231,Hook,This might be your way abroad,"Hi [First Name],

Across Africa - from Nairobi to Accra, from Lagos to Johannesburg - students face the same wall. You want a degree abroad, but the cost feels impossible.

What if Germany (DAAD) could get you there - full tuition, monthly stipend, and travel support?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Rooting for you,
Scholarship Assistant

P.S. If you don't want to wait for my next email, reply YES and we'll send you the Pre-Qualification Form: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
232,Hook,Study abroad for $0 tuition (African students welcome),"Hi [First Name],

You've probably looked into studying abroad before. Maybe you got a rejection. Maybe you didn't know where to start. It's not your fault - the system is confusing.

What if UK (Chevening) could get you there - full tuition, living costs, and a Master's at a top UK university?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Proudly African,
Scholarship Assistant

P.S. If you don't want to wait for my next email, book your spot by filling this out: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
233,Hook,"Fully funded scholarships - DAAD, Chevening, CSC","Hi [First Name],

I'll keep this short: the 2026/2027 intake deadlines are closer than they look.

What if China (CSC) could get you there - 100% tuition, accommodation, health insurance, and a monthly stipend?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Best regards,
Scholarship Assistant

P.S. If you don't want to wait for my next email, start here - it takes 3 minutes: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
234,Hook,From Cape Town to Cairo - study abroad for free,"Hi [First Name],

We've helped students from Nigeria, Ghana, Kenya, Cameroon, Senegal, and South Africa. Your country is next.

What if Turkey (Turkiye Burslari) could get you there - tuition, accommodation, flights, and a monthly stipend?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Cheers,
Scholarship Assistant

P.S. If you don't want to wait for my next email, check if you qualify: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
235,Hook,Don't be left behind - study abroad in 2026,"Hi [First Name],

Here's something nobody told you when you started researching study abroad options.

What if EU (Erasmus Mundus) could get you there - tuition, travel, and a monthly allowance across multiple countries?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Rooting for you,
Scholarship Assistant

P.S. If you don't want to wait for my next email, claim your free eligibility check: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
236,Hook,Your GPA isn't the problem. Your strategy is.,"Hi [First Name],

Still thinking about studying abroad? Good - because there's a myth I want to clear up first.

What if Commonwealth could get you there - full funding for students from Commonwealth nations?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Proudly African,
Scholarship Assistant

P.S. If you don't want to wait for my next email, take the next step now: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
237,Hook,A question about your 2026 study plans,"Hi [First Name],

The biggest barrier isn't your grades. It's not knowing which door to knock on.

What if Germany could get you there - zero tuition at public universities, just a small semester fee?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Best regards,
Scholarship Assistant

P.S. If you don't want to wait for my next email, fill out our free 3-minute Pre-Qualification Form here: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
238,Hook,This might be your way abroad,"Hi [First Name],

What if tuition was $0? And what if you got a monthly stipend on top of that?

What if France could get you there - as little as EUR2,000/year for a Master's at a public university?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Cheers,
Scholarship Assistant

P.S. If you don't want to wait for my next email, reply YES and we'll send you the Pre-Qualification Form: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
239,Hook,Study abroad for $0 tuition (African students welcome),"Hi [First Name],

Most students give up on studying abroad after one rejection. That's exactly why most students never go.

What if Norway could get you there - zero tuition at public universities, even for international students?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Rooting for you,
Scholarship Assistant

P.S. If you don't want to wait for my next email, book your spot by filling this out: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
240,Hook,"Fully funded scholarships - DAAD, Chevening, CSC","Hi [First Name],

I know the question on your mind: how do you know this isn't a scam?

What if Finland could get you there - low-cost degrees with a strong quality-of-life reputation?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Proudly African,
Scholarship Assistant

P.S. If you don't want to wait for my next email, start here - it takes 3 minutes: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
241,Hook,From Cape Town to Cairo - study abroad for free,"Hi [First Name],

Across Africa - from Nairobi to Accra, from Lagos to Johannesburg - students face the same wall. You want a degree abroad, but the cost feels impossible.

What if Belgium could get you there - affordable tuition and a central location for European study?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Best regards,
Scholarship Assistant

P.S. If you don't want to wait for my next email, check if you qualify: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
242,Hook,Don't be left behind - study abroad in 2026,"Hi [First Name],

You've probably looked into studying abroad before. Maybe you got a rejection. Maybe you didn't know where to start. It's not your fault - the system is confusing.

What if Netherlands could get you there - moderate tuition with globally-ranked universities?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Cheers,
Scholarship Assistant

P.S. If you don't want to wait for my next email, claim your free eligibility check: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
243,Hook,Your GPA isn't the problem. Your strategy is.,"Hi [First Name],

I'll keep this short: the 2026/2027 intake deadlines are closer than they look.

What if Germany (DAAD) could get you there - full tuition, monthly stipend, and travel support?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Rooting for you,
Scholarship Assistant

P.S. If you don't want to wait for my next email, take the next step now: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
244,Hook,A question about your 2026 study plans,"Hi [First Name],

We've helped students from Nigeria, Ghana, Kenya, Cameroon, Senegal, and South Africa. Your country is next.

What if UK (Chevening) could get you there - full tuition, living costs, and a Master's at a top UK university?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Proudly African,
Scholarship Assistant

P.S. If you don't want to wait for my next email, fill out our free 3-minute Pre-Qualification Form here: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
245,Hook,This might be your way abroad,"Hi [First Name],

Here's something nobody told you when you started researching study abroad options.

What if China (CSC) could get you there - 100% tuition, accommodation, health insurance, and a monthly stipend?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Best regards,
Scholarship Assistant

P.S. If you don't want to wait for my next email, reply YES and we'll send you the Pre-Qualification Form: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
246,Hook,Study abroad for $0 tuition (African students welcome),"Hi [First Name],

Still thinking about studying abroad? Good - because there's a myth I want to clear up first.

What if Turkey (Turkiye Burslari) could get you there - tuition, accommodation, flights, and a monthly stipend?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Cheers,
Scholarship Assistant

P.S. If you don't want to wait for my next email, book your spot by filling this out: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
247,Hook,"Fully funded scholarships - DAAD, Chevening, CSC","Hi [First Name],

The biggest barrier isn't your grades. It's not knowing which door to knock on.

What if EU (Erasmus Mundus) could get you there - tuition, travel, and a monthly allowance across multiple countries?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Rooting for you,
Scholarship Assistant

P.S. If you don't want to wait for my next email, start here - it takes 3 minutes: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
248,Hook,From Cape Town to Cairo - study abroad for free,"Hi [First Name],

What if tuition was $0? And what if you got a monthly stipend on top of that?

What if Commonwealth could get you there - full funding for students from Commonwealth nations?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Proudly African,
Scholarship Assistant

P.S. If you don't want to wait for my next email, check if you qualify: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
249,Hook,Don't be left behind - study abroad in 2026,"Hi [First Name],

Most students give up on studying abroad after one rejection. That's exactly why most students never go.

What if Germany could get you there - zero tuition at public universities, just a small semester fee?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Best regards,
Scholarship Assistant

P.S. If you don't want to wait for my next email, claim your free eligibility check: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
250,Hook,Your GPA isn't the problem. Your strategy is.,"Hi [First Name],

I know the question on your mind: how do you know this isn't a scam?

What if France could get you there - as little as EUR2,000/year for a Master's at a public university?

More on that in my next email. For now - are you planning to apply for the 2026 intake?

Reply YES and I'll send you a quick 2-page guide either way.

Cheers,
Scholarship Assistant

P.S. If you don't want to wait for my next email, take the next step now: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

To unsubscribe, reply with STOP.",0
251,Value,"Fully funded scholarships explained - DAAD, Chevening, CSC","Hi [First Name],

I hope you're still considering studying abroad for 2026.

Your family can't afford $20,000 in tuition, and the banks won't lend without collateral.

Netherlands offers moderate tuition with globally-ranked universities. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 2 package (\$800) shortlists 1-2 tuition-friendly countries that fit your budget, edits your CV and Motivation Letter, submits your applications, and tracks them until you get an offer. If you get zero offers after two honest attempts, we refund you 70% (\$560) - you risk only \$240.

Start here - it takes 3 minutes: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Cheers,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
252,Value,Tuition-free Europe: what it actually costs,"Hi [First Name],

Quick follow-up on the study-abroad path we talked about.

You've heard scholarships are a lottery - so you never even applied.

Germany (DAAD) offers full tuition, monthly stipend, and travel support. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Check if you qualify: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Rooting for you,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
253,Value,How to apply to 3 countries at once,"Hi [First Name],

Following up on my last note about studying abroad in 2026.

You don't have a 4.0 GPA, so you assume you don't qualify for anything.

UK (Chevening) offers full tuition, living costs, and a Master's at a top UK university. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Claim your free eligibility check: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Proudly African,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
254,Value,Get a degree that changes your family's future,"Hi [First Name],

Wanted to share something useful while you weigh your options.

You don't know which of the dozens of scholarship names abroad are even real.

China (CSC) offers 100% tuition, accommodation, health insurance, and a monthly stipend. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Take the next step now: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Best regards,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
255,Value,Scholarships don't require a 4.0 GPA,"Hi [First Name],

Circling back with a bit more detail on how this actually works.

You're afraid of paying an agent and getting nothing in return.

Turkey (Turkiye Burslari) offers tuition, accommodation, flights, and a monthly stipend. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Fill out our free 3-minute Pre-Qualification Form here: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Cheers,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
256,Value,What $800 actually covers,"Hi [First Name],

I hope you're still considering studying abroad for 2026.

You've applied before and got a rejection with no explanation.

EU (Erasmus Mundus) offers tuition, travel, and a monthly allowance across multiple countries. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Reply YES and we'll send you the Pre-Qualification Form: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Rooting for you,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
257,Value,The strategy most applicants skip,"Hi [First Name],

Quick follow-up on the study-abroad path we talked about.

You're the first in your family trying this, so there's no one to ask.

Commonwealth offers full funding for students from Commonwealth nations. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Book your spot by filling this out: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Proudly African,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
258,Value,"Fully funded scholarships explained - DAAD, Chevening, CSC","Hi [First Name],

Following up on my last note about studying abroad in 2026.

Your family can't afford $20,000 in tuition, and the banks won't lend without collateral.

Germany offers zero tuition at public universities, just a small semester fee. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 2 package (\$800) shortlists 1-2 tuition-friendly countries that fit your budget, edits your CV and Motivation Letter, submits your applications, and tracks them until you get an offer. If you get zero offers after two honest attempts, we refund you 70% (\$560) - you risk only \$240.

Start here - it takes 3 minutes: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Best regards,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
259,Value,Tuition-free Europe: what it actually costs,"Hi [First Name],

Wanted to share something useful while you weigh your options.

You've heard scholarships are a lottery - so you never even applied.

France offers as little as EUR2,000/year for a Master's at a public university. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 2 package (\$800) shortlists 1-2 tuition-friendly countries that fit your budget, edits your CV and Motivation Letter, submits your applications, and tracks them until you get an offer. If you get zero offers after two honest attempts, we refund you 70% (\$560) - you risk only \$240.

Check if you qualify: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Cheers,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
260,Value,How to apply to 3 countries at once,"Hi [First Name],

Circling back with a bit more detail on how this actually works.

You don't have a 4.0 GPA, so you assume you don't qualify for anything.

Norway offers zero tuition at public universities, even for international students. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 2 package (\$800) shortlists 1-2 tuition-friendly countries that fit your budget, edits your CV and Motivation Letter, submits your applications, and tracks them until you get an offer. If you get zero offers after two honest attempts, we refund you 70% (\$560) - you risk only \$240.

Claim your free eligibility check: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Rooting for you,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
261,Value,Get a degree that changes your family's future,"Hi [First Name],

I hope you're still considering studying abroad for 2026.

You don't know which of the dozens of scholarship names abroad are even real.

Finland offers low-cost degrees with a strong quality-of-life reputation. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 2 package (\$800) shortlists 1-2 tuition-friendly countries that fit your budget, edits your CV and Motivation Letter, submits your applications, and tracks them until you get an offer. If you get zero offers after two honest attempts, we refund you 70% (\$560) - you risk only \$240.

Take the next step now: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Proudly African,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
262,Value,Scholarships don't require a 4.0 GPA,"Hi [First Name],

Quick follow-up on the study-abroad path we talked about.

You're afraid of paying an agent and getting nothing in return.

Belgium offers affordable tuition and a central location for European study. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 2 package (\$800) shortlists 1-2 tuition-friendly countries that fit your budget, edits your CV and Motivation Letter, submits your applications, and tracks them until you get an offer. If you get zero offers after two honest attempts, we refund you 70% (\$560) - you risk only \$240.

Fill out our free 3-minute Pre-Qualification Form here: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Best regards,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
263,Value,What $800 actually covers,"Hi [First Name],

Following up on my last note about studying abroad in 2026.

You've applied before and got a rejection with no explanation.

Netherlands offers moderate tuition with globally-ranked universities. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 2 package (\$800) shortlists 1-2 tuition-friendly countries that fit your budget, edits your CV and Motivation Letter, submits your applications, and tracks them until you get an offer. If you get zero offers after two honest attempts, we refund you 70% (\$560) - you risk only \$240.

Reply YES and we'll send you the Pre-Qualification Form: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Cheers,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
264,Value,The strategy most applicants skip,"Hi [First Name],

Wanted to share something useful while you weigh your options.

You're the first in your family trying this, so there's no one to ask.

Germany (DAAD) offers full tuition, monthly stipend, and travel support. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Book your spot by filling this out: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Rooting for you,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
265,Value,"Fully funded scholarships explained - DAAD, Chevening, CSC","Hi [First Name],

Circling back with a bit more detail on how this actually works.

Your family can't afford $20,000 in tuition, and the banks won't lend without collateral.

UK (Chevening) offers full tuition, living costs, and a Master's at a top UK university. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Start here - it takes 3 minutes: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Proudly African,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
266,Value,Tuition-free Europe: what it actually costs,"Hi [First Name],

I hope you're still considering studying abroad for 2026.

You've heard scholarships are a lottery - so you never even applied.

China (CSC) offers 100% tuition, accommodation, health insurance, and a monthly stipend. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Check if you qualify: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Best regards,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
267,Value,How to apply to 3 countries at once,"Hi [First Name],

Quick follow-up on the study-abroad path we talked about.

You don't have a 4.0 GPA, so you assume you don't qualify for anything.

Turkey (Turkiye Burslari) offers tuition, accommodation, flights, and a monthly stipend. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Claim your free eligibility check: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Cheers,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
268,Value,Get a degree that changes your family's future,"Hi [First Name],

Following up on my last note about studying abroad in 2026.

You don't know which of the dozens of scholarship names abroad are even real.

EU (Erasmus Mundus) offers tuition, travel, and a monthly allowance across multiple countries. We help African students apply with a country-diversification strategy, so you're not putting all your eggs in one basket.

Our Tier 3 package (\$1,500) handles strategy, essay editing, application submission, and interview prep across 3 countries at once, so you're not putting all your eggs in one basket. If you get zero scholarship offers after all attempts, we refund you 70% (\$1,050) - you risk only \$450.

Take the next step now: https://docs.google.com/forms/d/e/1FAIpQLScCZFLY1scNHkzUx6X7NwMj3BGbc1YxbEi0kScherxe5oMnsA/viewform

Rooting for you,
Scholarship Assistant

To unsubscribe, reply with STOP.",1
